ID,Group,f__AKAU3564_sediment_group,f__Desulfuromonadaceae,g__Citrifermentans,g__Geobacter,o__Dehalococcoidales
m232,1,0,0,0,0.00432,0
m233,1,0,0,0,0.00433,0
m234,1,0,0,0,0.00434,0
m235,1,0,0,0,0.00435,0
m236,1,0,0,0,0.00436,0
m237,1,0,0,0,0.00437,0
m238,1,0,0,0,0.00438,0
m239,1,0,0,0,0.00439,0
m240,1,0,0,0,0.0044,0
m241,1,0,0,0,0.00441,0
m242,1,0,0,0,0.00442,0
m243,1,0,0,0,0.00443,0
m244,1,0,0,0,0.00444,0
m245,1,0,0,0,0.00445,0
m246,1,0,0,0,0.00446,0
m247,1,0,0,0,0.00447,0
m248,1,0,0,0,0.00448,0
m249,1,0,0,0,0.00449,0
m250,1,0,0,0,0.0045,0
m251,1,0,0,0,0.00451,0
m252,1,0,0,0,0.00452,0
m253,1,0,0,0,0.00453,0
m254,1,0,0,0,0.00454,0
m255,1,0,0,0,0.00455,0
m256,1,0,0,0,0.00456,0
m257,1,0,0,0,0.00457,0
m258,1,0,0,0,0.00458,0
m259,1,0,0,0,0.00459,0
m260,1,0,0,0,0.0046,0
m261,1,0,0,0,0.00461,0
m262,1,0,0,0,0.00462,0
m263,1,0,0,0,0.00463,0
m264,1,0,0,0,0.00464,0
m265,1,0,0,0,0.00465,0
m266,1,0,0,0,0.00466,0
m267,1,0,0,0,0.00467,0
m268,1,0,0,0,0.00468,0
m269,1,0,0,0,0.00469,0
m270,1,0,0,0,0.0047,0
m271,1,0,0,0,0.00471,0
m272,1,0,0,0,0.00472,0
m273,1,0,0,0,0.00473,0
m274,1,0,0,0,0.00474,0
m275,1,0,0,0,0.00475,0
m276,1,0,0,0,0.00476,0
m277,1,0,0,0,0.00477,0
m278,1,0,0,0,0.00478,0
m279,1,0,0,0,0.00479,0
m280,1,0,0,0,0.0048,0
m281,1,0,0,0,0.00481,0
m282,1,0,0,0,0.00482,0
m283,1,0,0,0,0.00483,0
m284,1,0,0,0,0.00484,0
m285,1,0,0,0,0.00485,0
m286,1,0,0,0,0.00486,0
m287,1,0,0,0,0.00487,0
m288,1,0,0,0,0.00488,0
m289,1,0,0,0,0.00489,0
m290,1,0,0,0,0.0049,0
m291,1,0,0,0,0.00491,0
m292,1,0,0,0,0.00492,0
m293,1,0,0,0,0.00493,0
m294,1,0,0,0,0.00494,0
m295,1,0,0,0,0.00495,0
m296,1,0,0,0,0.00496,0
m297,1,0,0,0,0.00497,0
m298,1,0,0,0,0.00498,0
m299,1,0,0,0,0.00499,0
m300,1,0,0,0,0.005,0
m301,1,0,0,0,0.00501,0
m302,1,0,0,0,0.00502,0
m303,1,0,0,0,0.00503,0
m304,1,0,0,0,0.00504,0
m305,1,0,0,0,0.00505,0
m306,1,0,0,0,0.00506,0
m307,1,0,0,0,0.00507,0
m308,1,0,0,0,0.00508,0
m309,1,0,0,0,0.00509,0
m310,1,0,0,0,0.0051,0
m311,1,0,0,0,0.00511,0
m312,1,0,0,0,0.00512,0
m313,1,0,0,0,0.00513,0
m314,1,0,0,0,0.00514,0
m315,1,0,0,0,0.00515,0
m316,1,0,0,0,0.00516,0
m317,1,0,0,0,0.00517,0
m318,1,0,0,0,0.00518,0
m319,1,0,0,0,0.00519,0
m320,1,0,0,0,0.0052,0
m321,1,0,0,0,0.00521,0
m322,1,0,0,0,0.00522,0
m323,1,0,0,0,0.00523,0
m324,1,0,0,0,0.00524,0
m325,1,0,0,0,0.00525,0
m326,1,0,0,0,0.00526,0
m327,1,0,0,0,0.00527,0
m328,1,0,0,0,0.00528,0
m329,1,0,0,0,0.00529,0
m330,1,0,0,0,0.0053,0
m331,1,0,0,0,0.00531,0
m332,1,0,0,0,0.00532,0
m333,1,0,0,0,0.00533,0
m334,1,0,0,0,0.00534,0
m335,1,0,0,0,0.00535,0
m336,1,0,0,0,0.00536,0
m337,1,0,0,0,0.00537,0
m338,1,0,0,0,0.00538,0
m339,1,0,0,0,0.00539,0
m340,1,0,0,0,0.0054,0
m341,1,0,0,0,0.00541,0
m342,1,0,0,0,0.00542,0
m343,1,0,0,0,0.00543,0
m344,1,0,0,0,0.00544,0
m345,1,0,0,0,0.00545,0
m346,1,0,0,0,0.00546,0
m347,1,0,0,0,0.00547,0
m348,1,0,0,0,0.00548,0
m349,1,0,0,0,0.00549,0
m350,1,0,0,0,0.0055,0
m351,1,0,0,0,0.00551,0
m352,1,0,0,0,0.00552,0
m353,1,0,0,0,0.00553,0
m354,1,0,0,0,0.00554,0
m355,1,0,0,0,0.00555,0
m356,1,0,0,0,0.00556,0
m357,1,0,0,0,0.00557,0
m358,1,0,0,0,0.00558,0
m359,1,0,0,0,0.00559,0
m360,1,0,0,0,0.0056,0
m361,1,0,0,0,0.00561,0
m362,1,0,0,0,0.00562,0
m363,1,0,0,0,0.00563,0
m364,1,0,0,0,0.00564,0
m365,1,0,0,0,0.00565,0
m366,1,0,0,0,0.00566,0
m367,1,0,0,0,0.00567,0
m368,1,0,0,0,0.00568,0
m369,1,0,0,0,0.00569,0
m370,1,0,0,0,0.0057,0
m371,1,0,0,0,0.00571,0
m372,1,0,0,0,0.00572,0
m373,1,0,0,0,0.00573,0
m374,1,0,0,0,0.00574,0
m375,1,0,0,0,0.00575,0
m376,1,0,0,0,0.00576,0
m377,1,0,0,0,0.00577,0
m378,1,0,0,0,0.00578,0
m379,1,0,0,0,0.00579,0
m380,1,0,0,0,0.0058,0
m381,1,0,0,0,0.00581,0
m382,1,0,0,0,0.00582,0
m383,1,0,0,0,0.00583,0
m384,1,0,0,0,0.00584,0
m385,1,0,0,0,0.00585,0
m386,1,0,0,0,0.00586,0
m387,1,0,0,0,0.00587,0
m388,1,0,0,0,0.00588,0
m389,1,0,0,0,0.00589,0
m390,1,0,0,0,0.0059,0
m391,1,0,0,0,0.00591,0
m392,1,0,0,0,0.00592,0
m393,1,0,0,0,0.00593,0
m394,1,0,0,0,0.00594,0
m395,1,0,0,0,0.00595,0
m396,1,0,0,0,0.00596,0
m397,1,0,0,0,0.00597,0
m398,1,0,0,0,0.00598,0
m399,1,0,0,0,0.00599,0
m400,1,0,0,0,0.006,0
m401,1,0,0,0,0.00601,0
m402,1,0,0,0,0.00602,0
m403,1,0,0,0,0.00603,0
m404,1,0,0,0,0.00604,0
m405,1,0,0,0,0.00605,0
m406,1,0,0,0,0.00606,0
m407,1,0,0,0,0.00607,0
m408,1,0,0,0,0.00608,0
m409,1,0,0,0,0.00609,0
m410,1,0,0,0,0.0061,0
m411,1,0,0,0,0.00611,0
m412,1,0,0,0,0.00612,0
m413,1,0,0,0,0.00613,0
m414,1,0,0,0,0.00614,0
m415,1,0,0,0,0.00615,0
m416,1,0,0,0,0.00616,0
m417,1,0,0,0,0.00617,0
m418,1,0,0,0,0.00618,0
m419,1,0,0,0,0.00619,0
m420,1,0,0,0,0.0062,0
m421,1,0,0,0,0.00621,0
m422,1,0,0,0,0.00622,0
m423,1,0,0,0,0.00623,0
m424,1,0,0,0,0.00624,0
m425,1,0,0,0,0.00625,0
m426,1,0,0,0,0.00626,0
m427,1,0,0,0,0.00627,0
m428,1,0,0,0,0.00628,0
m429,1,0,0,0,0.00629,0
m430,1,0,0,0,0.0063,0
m431,1,0,0,0,0.00631,0
m432,1,0,0,0,0.00632,0
m433,1,0,0,0,0.00633,0
m434,1,0,0,0,0.00634,0
m435,1,0,0,0,0.00635,0
m436,1,0,0,0,0.00636,0
m437,1,0,0,0,0.00637,0
m438,1,0,0,0,0.00638,0
m439,1,0,0,0,0.00639,0
m440,1,0,0,0,0.0064,0
m441,1,0,0,0,0.00641,0
m442,1,0,0,0,0.00642,0
m443,1,0,0,0,0.00643,0
m444,1,0,0,0,0.00644,0
m445,1,0,0,0,0.00645,0
m446,1,0,0,0,0.00646,0
m447,1,0,0,0,0.00647,0
m448,1,0,0,0,0.00648,0
m449,1,0,0,0,0.00649,0
m450,1,0,0,0,0.0065,0
m451,1,0,0,0,0.00651,0
m452,1,0,0,0,0.00652,0
m453,1,0,0,0,0.00653,0
m454,1,0,0,0,0.00654,0
m455,1,0,0,0,0.00655,0
m456,1,0,0,0,0.00656,0
m457,1,0,0,0,0.00657,0
m458,1,0,0,0,0.00658,0
m459,1,0,0,0,0.00659,0
m460,1,0,0,0,0.0066,0
m461,1,0,0,0,0.00661,0
m462,1,0,0,0,0.00662,0
m463,1,0,0,0,0.00663,0
m464,1,0,0,0,0.00664,0
m465,1,0,0,0,0.00665,0
m466,1,0,0,0,0.00666,0
m467,1,0,0,0,0.00667,0
m468,1,0,0,0,0.00668,0
m469,1,0,0,0,0.00669,0
m470,1,0,0,0,0.0067,0
m471,1,0,0,0,0.00671,0
m472,1,0,0,0,0.00672,0
m473,1,0,0,0,0.00673,0
m474,1,0,0,0,0.00674,0
m475,1,0,0,0,0.00675,0
m476,1,0,0,0,0.00676,0
m477,1,0,0,0,0.00677,0
m478,1,0,0,0,0.00678,0
m479,1,0,0,0,0.00679,0
m480,1,0,0,0,0.0068,0
m481,1,0,0,0,0.00681,0
m482,1,0,0,0,0.00682,0
m483,1,0,0,0,0.00683,0
m484,1,0,0,0,0.00684,0
m485,1,0,0,0,0.00685,0
m486,1,0,0,0,0.00686,0
m487,1,0,0,0,0.00687,0
m488,1,0,0,0,0.00688,0
m489,1,0,0,0,0.00689,0
m490,1,0,0,0,0.0069,0
m491,1,0,0,0,0.00691,0
m492,1,0,0,0,0.00692,0
m493,1,0,0,0,0.00693,0
m494,1,0,0,0,0.00694,0
m495,1,0,0,0,0.00695,0
m496,1,0,0,0,0.00696,0
m497,1,0,0,0,0.00697,0
m498,1,0,0,0,0.00698,0
m499,1,0,0,0,0.00699,0
m500,1,0,0,0,0.007,0
m501,1,0,0,0,0.00701,0
m502,1,0,0,0,0.00702,0
m503,1,0,0,0,0.00703,0
m504,1,0,0,0,0.00704,0
m505,1,0,0,0,0.00705,0
m506,1,0,0,0,0.00706,0
m507,1,0,0,0,0.00707,0
m508,1,0,0,0,0.00708,0
m509,1,0,0,0,0.00709,0
m510,1,0,0,0,0.0071,0
m511,1,0,0,0,0.00711,0
m512,1,0,0,0,0.00712,0
m513,1,0,0,0,0.00713,0
m514,1,0,0,0,0.00714,0
m515,1,0,0,0,0.00715,0
m516,1,0,0,0,0.00716,0
m517,1,0,0,0,0.00717,0
m518,1,0,0,0,0.00718,0
m519,1,0,0,0,0.00719,0
m520,1,0,0,0,0.0072,0
m521,1,0,0,0,0.00721,0
m522,1,0,0,0,0.00722,0
m523,1,0,0,0,0.00723,0
m524,1,0,0,0,0.00724,0
m525,1,0,0,0,0.00725,0
m526,1,0,0,0,0.00726,0
m527,1,0,0,0,0.00727,0
m528,1,0,0,0,0.00728,0
m529,1,0,0,0,0.00729,0
m530,1,0,0,0,0.0073,0
m531,1,0,0,0,0.00731,0
m532,1,0,0,0,0.00732,0
m533,1,0,0,0,0.00733,0
m534,1,0,0,0,0.00734,0
m535,1,0,0,0,0.00735,0
m536,1,0,0,0,0.00736,0
m537,1,0,0,0,0.00737,0
m538,1,0,0,0,0.00738,0
m539,1,0,0,0,0.00739,0
m540,1,0,0,0,0.0074,0
m541,1,0,0,0,0.00741,0
m542,1,0,0,0,0.00742,0
m543,1,0,0,0,0.00743,0
m544,1,0,0,0,0.00744,0
m545,1,0,0,0,0.00745,0
m546,1,0,0,0,0.00746,0
m547,1,0,0,0,0.00747,0
m548,1,0,0,0,0.00748,0
m549,1,0,0,0,0.00749,0
m550,1,0,0,0,0.0075,0
m551,1,0,0,0,0.00751,0
m552,1,0,0,0,0.00752,0
m553,1,0,0,0,0.00753,0
m554,1,0,0,0,0.00754,0
m555,1,0,0,0,0.00755,0
m556,1,0,0,0,0.00756,0
m557,1,0,0,0,0.00757,0
m558,1,0,0,0,0.00758,0
m559,1,0,0,0,0.00759,0
m560,1,0,0,0,0.0076,0
m561,1,0,0,0,0.00761,0
m562,1,0,0,0,0.00762,0
m563,1,0,0,0,0.00763,0
m564,1,0,0,0,0.00764,0
m565,1,0,0,0,0.00765,0
m566,1,0,0,0,0.00766,0
m567,1,0,0,0,0.00767,0
m568,1,0,0,0,0.00768,0
m569,1,0,0,0,0.00769,0
m570,1,0,0,0,0.0077,0
m571,1,0,0,0,0.00771,0
m572,1,0,0,0,0.00772,0
m573,1,0,0,0,0.00773,0
m574,1,0,0,0,0.00774,0
m575,1,0,0,0,0.00775,0
m576,1,0,0,0,0.00776,0
m577,1,0,0,0,0.00777,0
m578,1,0,0,0,0.00778,0
m579,1,0,0,0,0.00779,0
m580,1,0,0,0,0.0078,0
m581,1,0,0,0,0.00781,0
m582,1,0,0,0,0.00782,0
m583,1,0,0,0,0.00783,0
m584,1,0,0,0,0.00784,0
m585,1,0,0,0,0.00785,0
m586,1,0,0,0,0.00786,0
m587,1,0,0,0,0.00787,0
m588,1,0,0,0,0.00788,0
m589,1,0,0,0,0.00789,0
m590,1,0,0,0,0.0079,0
m591,1,0,0,0,0.00791,0
m592,1,0,0,0,0.00792,0
m593,1,0,0,0,0.00793,0
m594,1,0,0,0,0.00794,0
m595,1,0,0,0,0.00795,0
m596,1,0,0,0,0.00796,0
m597,1,0,0,0,0.00797,0
m598,1,0,0,0,0.00798,0
m599,1,0,0,0,0.00799,0
m600,1,0,0,0,0.008,0
m601,1,0,0,0,0.00801,0
m602,1,0,0,0,0.00802,0
m603,1,0,0,0,0.00803,0
m604,1,0,0,0,0.00804,0
m605,1,0,0,0,0.00805,0
m606,1,0,0,0,0.00806,0
m607,1,0,0,0,0.00807,0
m608,1,0,0,0,0.00808,0
m609,1,0,0,0,0.00809,0
m610,1,0,0,0,0.0081,0
m611,1,0,0,0,0.00811,0
m612,1,0,0,0,0.00812,0
m613,1,0,0,0,0.00813,0
m614,1,0,0,0,0.00814,0
m615,1,0,0,0,0.00815,0
m616,1,0,0,0,0.00816,0
m617,1,0,0,0,0.00817,0
m618,1,0,0,0,0.00818,0
m619,1,0,0,0,0.00819,0
m620,1,0,0,0,0.0082,0
m621,1,0,0,0,0.00821,0
m622,1,0,0,0,0.00822,0
m623,1,0,0,0,0.00823,0
m624,1,0,0,0,0.00824,0
m625,1,0,0,0,0.00825,0
m626,1,0,0,0,0.00826,0
m627,1,0,0,0,0.00827,0
m628,1,0,0,0,0.00828,0
m629,1,0,0,0,0.00829,0
m630,1,0,0,0,0.0083,0
m631,1,0,0,0,0.00831,0
m632,1,0,0,0,0.00832,0
m633,1,0,0,0,0.00833,0
m634,1,0,0,0,0.00834,0
m635,1,0,0,0,0.00835,0
m636,1,0,0,0,0.00836,0
m637,1,0,0,0,0.00837,0
m638,1,0,0,0,0.00838,0
m639,1,0,0,0,0.00839,0
m640,1,0,0,0,0.0084,0
m641,1,0,0,0,0.00841,0
m642,1,0,0,0,0.00842,0
m643,1,0,0,0,0.00843,0
m644,1,0,0,0,0.00844,0
m645,1,0,0,0,0.00845,0
m646,1,0,0,0,0.00846,0
m647,1,0,0,0,0.00847,0
m648,1,0,0,0,0.00848,0
m649,1,0,0,0,0.00849,0
m650,1,0,0,0,0.0085,0
m651,1,0,0,0,0.00851,0
m652,1,0,0,0,0.00852,0
m653,1,0,0,0,0.00853,0
m654,1,0,0,0,0.00854,0
m655,1,0,0,0,0.00855,0
m656,1,0,0,0,0.00856,0
m657,1,0,0,0,0.00857,0
m658,1,0,0,0,0.00858,0
m659,1,0,0,0,0.00859,0
m660,1,0,0,0,0.0086,0
m661,1,0,0,0,0.00861,0
m662,1,0,0,0,0.00862,0
m663,1,0,0,0,0.00863,0
m664,1,0,0,0,0.00864,0
m665,1,0,0,0,0.00865,0
m666,1,0,0,0,0.00866,0
m667,1,0,0,0,0.00867,0
m668,1,0,0,0,0.00868,0
m669,1,0,0,0,0.00869,0
m670,1,0,0,0,0.0087,0
m671,1,0,0,0,0.00871,0
m672,1,0,0,0,0.00872,0
m673,1,0,0,0,0.00873,0
m674,1,0,0,0,0.00874,0
m675,1,0,0,0,0.00875,0
m676,1,0,0,0,0.00876,0
m677,1,0,0,0,0.00877,0
m678,1,0,0,0,0.00878,0
m679,1,0,0,0,0.00879,0
m680,1,0,0,0,0.0088,0
m681,1,0,0,0,0.00881,0
m682,1,0,0,0,0.00882,0
m683,1,0,0,0,0.00883,0
m684,1,0,0,0,0.00884,0
m685,1,0,0,0,0.00885,0
m686,1,0,0,0,0.00886,0
m687,1,0,0,0,0.00887,0
m688,1,0,0,0,0.00888,0
m689,1,0,0,0,0.00889,0
m690,1,0,0,0,0.0089,0
m691,1,0,0,0,0.00891,0
m692,1,0,0,0,0.00892,0
m693,1,0,0,0,0.00893,0
m694,1,0,0,0,0.00894,0
m695,1,0,0,0,0.00895,0
m696,1,0,0,0,0.00896,0
m697,1,0,0,0,0.00897,0
m698,1,0,0,0,0.00898,0
m699,1,0,0,0,0.00899,0
m700,1,0,0,0,0.009,0
m701,1,0,0,0,0.00901,0
m702,1,0,0,0,0.00902,0
m703,1,0,0,0,0.00903,0
m704,1,0,0,0,0.00904,0
m705,1,0,0,0,0.00905,0
m706,1,0,0,0,0.00906,0
m707,1,0,0,0,0.00907,0
m708,1,0,0,0,0.00908,0
m709,1,0,0,0,0.00909,0
m710,1,0,0,0,0.0091,0
m711,1,0,0,0,0.00911,0
m712,1,0,0,0,0.00912,0
m713,1,0,0,0,0.00913,0
m714,1,0,0,0,0.00914,0
m715,1,0,0,0,0.00915,0
m716,1,0,0,0,0.00916,0
m717,1,0,0,0,0.00917,0
m718,1,0,0,0,0.00918,0
m719,1,0,0,0,0.00919,0
m720,1,0,0,0,0.0092,0
m721,1,0,0,0,0.00921,0
m722,1,0,0,0,0.00922,0
m723,1,0,0,0,0.00923,0
m724,1,0,0,0,0.00924,0
m725,1,0,0,0,0.00925,0
m726,1,0,0,0,0.00926,0
m727,1,0,0,0,0.00927,0
m728,1,0,0,0,0.00928,0
m729,1,0,0,0,0.00929,0
m730,1,0,0,0,0.0093,0
m731,1,0,0,0,0.00931,0
m732,1,0,0,0,0.00932,0
m733,1,0,0,0,0.00933,0
m734,1,0,0,0,0.00934,0
m735,1,0,0,0,0.00935,0
m736,1,0,0,0,0.00936,0
m737,1,0,0,0,0.00937,0
m738,1,0,0,0,0.00938,0
m739,1,0,0,0,0.00939,0
m740,1,0,0,0,0.0094,0
m741,1,0,0,0,0.00941,0
m742,1,0,0,0,0.00942,0
m743,1,0,0,0,0.00943,0
m744,1,0,0,0,0.00944,0
m745,1,0,0,0,0.00945,0
m746,1,0,0,0,0.00946,0
m747,1,0,0,0,0.00947,0
m748,1,0,0,0,0.00948,0
m749,1,0,0,0,0.00949,0
m750,1,0,0,0,0.0095,0
m751,1,0,0,0,0.00951,0
m752,1,0,0,0,0.00952,0
m753,1,0,0,0,0.00953,0
m754,1,0,0,0,0.00954,0
m755,1,0,0,0,0.00955,0
m756,1,0,0,0,0.00956,0
m757,1,0,0,0,0.00957,0
m758,1,0,0,0,0.00958,0
m759,1,0,0,0,0.00959,0
m760,1,0,0,0,0.0096,0
m761,1,0,0,0,0.00961,0
m762,1,0,0,0,0.00962,0
m763,1,0,0,0,0.00963,0
m764,1,0,0,0,0.00964,0
m765,1,0,0,0,0.00965,0
m766,1,0,0,0,0.00966,0
m767,1,0,0,0,0.00967,0
m768,1,0,0,0,0.00968,0
m769,1,0,0,0,0.00969,0
m770,1,0,0,0,0.0097,0
